Company,Weight
Exxon Mobil Corp,3.8116
General Electric Co,3.14647
"AT&T, Inc",1.91568
Microsoft Corp,1.76524
"Citigroup, Inc",1.72252
Bank of America Corp,1.64958
Procter & Gamble Co,1.63528
"Cisco Systems, Inc *",1.49641
Chevron Corp,1.48653
Johnson & Johnson,1.41181
"American International Group, Inc",1.29778
"Pfizer, Inc",1.25639
International Business Machines Corp,1.1877
JPMorgan Chase & Co,1.15706
Intel Corp,1.12052
"Altria Group, Inc",1.08624
ConocoPhillips,1.06003
"Apple, Inc *",0.9908
"Google, Inc (Class A) *",0.97063
Hewlett-Packard Co,0.95301
"Verizon Communications, Inc",0.94927
"Schlumberger, Ltd",0.92854
Wells Fargo & Co,0.88201
"PepsiCo, Inc",0.88188
Coca-Cola Co,0.85257
"Merck & Co, Inc",0.83474
"Wal-Mart Stores, Inc",0.7823
Wachovia Corp,0.70839
"Goldman Sachs Group, Inc",0.65713
Oracle Corp *,0.63677
Abbott Laboratories,0.6152
Boeing Co,0.6092
"United Parcel Service, Inc (Class B)",0.59054
United Technologies Corp,0.59035
Comcast Corp (Class A) *,0.55534
American Express Co,0.51978
"QUALCOMM, Inc",0.51968
"Time Warner, Inc",0.51254
Walt Disney Co,0.50447
3M Co,0.50249
Morgan Stanley,0.49025
"UnitedHealth Group, Inc",0.48188
"Medtronic, Inc",0.48048
McDonald's Corp,0.47976
"Dell, Inc *",0.46251
"Merrill Lynch & Co, Inc",0.45974
"Amgen, Inc *",0.45417
Wyeth,0.44207
Fannie Mae,0.4368
CVS Caremark Corp,0.43607
US Bancorp,0.42225
Bristol-Myers Squibb Co,0.41686
Eli Lilly & Co,0.41421
"Kraft Foods, Inc (Class A)",0.41416
Sprint Nextel Corp,0.40592
"Home Depot, Inc",0.40129
Target Corp,0.40065
Occidental Petroleum Corp,0.39329
"Texas Instruments, Inc",0.38671
"MetLife, Inc",0.38584
Schering-Plough Corp,0.37914
News Corp (Class A),0.37664
Exelon Corp,0.3739
"Caterpillar, Inc",0.37357
Bank of New York Mellon Corp,0.36775
"WellPoint, Inc *",0.35703
Walgreen Co,0.34937
Monsanto Co,0.3439
Du Pont (EI) de Nemours & Co,0.33693
"Prudential Financial, Inc",0.33633
"Honeywell International, Inc",0.33073
"eBay, Inc *",0.32473
EMC Corp *,0.32054
"Motorola, Inc",0.31515
"Lowe's Cos, Inc",0.31204
Emerson Electric Co,0.31166
Dow Chemical Co,0.30119
Marathon Oil Corp,0.2923
"Freeport-McMoRan Copper & Gold, Inc",0.29015
Freddie Mac,0.28695
"Corning, Inc",0.28601
Lockheed Martin Corp,0.28334
"Anheuser-Busch Cos, Inc",0.28073
"Gilead Sciences, Inc *",0.27999
Devon Energy Corp,0.27181
Valero Energy Corp,0.27159
"Baxter International, Inc",0.27071
Colgate-Palmolive Co,0.269
"Yahoo!, Inc *",0.26743
Halliburton Co,0.25835
General Dynamics Corp,0.25156
"Alcoa, Inc",0.24949
"Travelers Cos, Inc",0.24902
Allstate Corp,0.24864
Deere & Co,0.24672
"Lehman Brothers Holdings, Inc",0.2434
"Transocean, Inc *",0.2399
"CME Group, Inc",0.23982
FedEx Corp,0.23755
"Washington Mutual, Inc",0.23185
TXU Corp,0.23007
Union Pacific Corp,0.22544
Kimberly-Clark Corp,0.22108
Apache Corp,0.21911
"Hartford Financial Services Group, Inc",0.21741
"Baker Hughes, Inc",0.21616
"Amazoncom, Inc *",0.21328
"Applied Materials, Inc",0.21219
Raytheon Co,0.20921
"Aetna, Inc",0.20703
"AFLAC, Inc",0.2062
Costco Wholesale Corp,0.20518
Capital One Financial Corp,0.20049
Northrop Grumman Corp,0.20041
State Street Corp(a),0.20037
Southern Co,0.19978
"SunTrust Banks, Inc",0.19959
"Viacom, Inc (Class B) *",0.19895
Celgene Corp *,0.19811
"Praxair, Inc",0.1962
