Company,Weight
Exxon Mobil Corp,3.61447
General Electric Co,3.22022
Microsoft Corp,2.13865
"Citigroup, Inc",2.12257
Johnson & Johnson Co,1.6983
"Pfizer, Inc",1.66253
Bank of America Corp,1.52611
"American International Group, Inc",1.45063
"Altria Group, Inc",1.38016
Procter & Gamble Co,1.37555
Intel Corp,1.35593
ChevronTexaco Corp,1.31728
International Business Machines Corp,1.15608
JPMorgan Chase & Co,1.07779
"Cisco Systems, Inc *",1.03639
"Wal-Mart Stores, Inc",0.98741
Wells Fargo & Co,0.89432
"Amgen, Inc *",0.88857
"ConocoPhillips, Inc",0.88008
"PepsiCo, Inc",0.85621
"Verizon Communications, Inc",0.8175
Coca-Cola Co (The),0.8091
"Time Warner, Inc",0.76909
Hewlett-Packard Co,0.75586
"Dell, Inc *",0.74055
"Home Depot, Inc",0.73804
"SBC Communications, Inc",0.71631
"United Parcel Service, Inc, (Class B)",0.69181
Wachovia Corp,0.67899
"QUALCOMM, Inc",0.65975
American Express Co,0.64309
"UnitedHealth Group, Inc",0.64185
Sprint Nextel Corp,0.63124
Abbott Laboratories,0.59631
"Medtronic, Inc",0.58747
"Comcast Corp, (Class A) *",0.5832
Wyeth,0.56137
Lilly (Eli) & Co,0.54885
"Merck & Co, Inc",0.54009
Morgan Stanley,0.52925
"Goldman Sachs Group, Inc,",0.51468
"Merrill Lynch & Co, Inc",0.51257
Tyco International Ltd,0.50997
3M Co,0.50718
Boeing Co,0.50377
"Texas Instruments, Inc",0.49995
"Motorola, Inc",0.49375
United Technologies Corp,0.48055
Gillette Co,0.47215
"Viacom, Inc, (Class B)",0.47203
US Bancorp,0.46395
"Lowe's Companies, Inc",0.45478
Schlumberger Ltd,0.44881
Disney (Walt) Co (The),0.43678
BellSouth Corp,0.43588
Bristol-Myers Squibb Co,0.42564
Oracle Corp *,0.42157
"WellPoint, Inc *",0.42096
Target Corp,0.41557
"eBay, Inc *",0.40828
"Apple Computer, Inc *",0.4028
Walgreen Co,0.40185
Fannie Mae,0.39236
"Yahoo!, Inc *",0.38132
McDonald's Corp,0.37636
Dow Chemical Co,0.36375
"Caterpillar, Inc",0.35911
Freddie Mac,0.35286
Du Pont (EI) de Nemours,0.35238
News Corp (Class A),0.34456
"MetLife, Inc",0.34242
Allstate Corp,0.32786
Exelon Corp,0.32426
Halliburton Co,0.31525
Valero Energy Corp,0.31314
"Prudential Financial, Inc",0.31278
"Washington Mutual, Inc",0.31215
Occidental Petroleum Corp,0.30908
"Anheuser-Busch Cos, Inc",0.30238
"Honeywell International, Inc",0.29016
"Lehman Brothers Holdings, Inc",0.28587
EMC Corp *,0.28226
Schering-Plough Corp,0.28111
Devon Energy Corp,0.28068
